jira-id,description,priority,component,module
JIRA-4324,Data pipeline job failure in ETL,Medium,Backend,Database
JIRA-4325,Intermittent data sync issue in Data Platform,Medium,Infrastructure,Database
JIRA-4326,Authentication failure when logging in,High,Backend,Database
JIRA-4327,Registration form validation error,Medium,Database,Database
JIRA-4328,Payment setup failure for new users,Critical,Database,Database
JIRA-4329,Schema migration causing backward compatibility issue,Critical,Infrastructure,Database
JIRA-4330,Intermittent data sync issue in Data Platform,Critical,Backend,Database
JIRA-4331,Data pipeline job failure in ETL,High,Infrastructure,Database
JIRA-4332,Data pipeline job failure in ETL,High,Frontend,Database
JIRA-4333,Intermittent data sync issue in Data Platform,High,API,Database
JIRA-4334,Platform service crash on high load,Critical,Frontend,Database
JIRA-4335,Intermittent data sync issue in Data Platform,Low,Backend,Database
JIRA-4336,Database deadlock issue,High,API,Database
JIRA-4337,Payment setup failure for new users,Critical,Database,Database
JIRA-4338,Intermittent data sync issue in Data Platform,High,API,Database
JIRA-4339,Payment setup failure for new users,Critical,Database,Database
JIRA-4340,Intermittent data sync issue in Data Platform,Critical,Backend,Database
JIRA-4341,Database deadlock issue,Low,Backend,Database
JIRA-4342,Data pipeline job failure in ETL,High,Frontend,Database
JIRA-4343,Database deadlock issue,Medium,Infrastructure,Database
JIRA-4344,API response time exceeding SLAs,Critical,Backend,Database
JIRA-4345,Billing API returning incorrect invoice amount,High,Security,Database
JIRA-4346,Registration form validation error,High,API,Database
JIRA-4347,Data pipeline job failure in ETL,Low,Backend,Database
JIRA-4348,API response time exceeding SLAs,High,Security,Database
JIRA-4349,Intermittent data sync issue in Data Platform,High,Backend,Database
JIRA-4350,Registration form validation error,High,API,Database
JIRA-4351,Intermittent data sync issue in Data Platform,High,Database,Database
JIRA-4352,Registration form validation error,High,Frontend,Database
JIRA-4353,Data pipeline job failure in ETL,Low,Infrastructure,Database
JIRA-4354,Intermittent data sync issue in Data Platform,High,Backend,Database
JIRA-4355,Intermittent data sync issue in Data Platform,Medium,API,Database
JIRA-4356,Database deadlock issue,High,API,Database
JIRA-4357,Registration form validation error,Critical,Infrastructure,Database
JIRA-4358,API response time exceeding SLAs,High,Infrastructure,Database
JIRA-4359,API response time exceeding SLAs,Low,Database,Database
JIRA-4360,Data pipeline job failure in ETL,Critical,Security,Database
JIRA-4361,Schema migration causing backward compatibility issue,Medium,Infrastructure,Database
JIRA-4362,Payment setup failure for new users,High,Database,Database
JIRA-4363,Billing API returning incorrect invoice amount,Critical,API,Database
JIRA-4364,Schema migration causing backward compatibility issue,Low,API,Database
JIRA-4365,Authentication failure when logging in,Medium,Security,Database
JIRA-4366,API response time exceeding SLAs,Critical,Frontend,Database
JIRA-4367,Intermittent data sync issue in Data Platform,Medium,API,Database
JIRA-4368,Data pipeline job failure in ETL,Critical,Security,Database
JIRA-4369,Schema migration causing backward compatibility issue,Low,API,Database
JIRA-4370,Schema migration causing backward compatibility issue,Critical,Security,Database
JIRA-4371,Database deadlock issue,High,Security,Database
JIRA-4372,Database deadlock issue,Medium,Database,Database
JIRA-4373,Data pipeline job failure in ETL,Low,Security,Database
JIRA-4374,Intermittent data sync issue in Data Platform,Low,Security,Database
JIRA-4375,Database deadlock issue,Critical,Security,Database
JIRA-4376,Authentication failure when logging in,Critical,API,Database
JIRA-4377,Platform service crash on high load,Medium,Database,Database
JIRA-4378,Billing API returning incorrect invoice amount,Medium,Infrastructure,Database
JIRA-4379,API response time exceeding SLAs,Medium,Database,Database
JIRA-4380,Payment setup failure for new users,High,Frontend,Database
JIRA-4381,Platform service crash on high load,Medium,Frontend,Database
JIRA-4382,Intermittent data sync issue in Data Platform,Critical,Backend,Database
JIRA-4383,Billing API returning incorrect invoice amount,Critical,API,Database
JIRA-4384,Data pipeline job failure in ETL,Critical,Security,Database
JIRA-4385,Billing API returning incorrect invoice amount,High,Database,Database
JIRA-4386,Registration form validation error,Critical,Database,Database
JIRA-4387,Billing API returning incorrect invoice amount,Medium,Security,Database
JIRA-4388,Schema migration causing backward compatibility issue,Low,Frontend,Database
JIRA-4389,Database deadlock issue,High,Frontend,Database
JIRA-4390,API response time exceeding SLAs,Medium,Frontend,Database
JIRA-4391,Data pipeline job failure in ETL,Medium,Infrastructure,Database
JIRA-4392,API response time exceeding SLAs,Critical,Database,Database
JIRA-4393,Schema migration causing backward compatibility issue,Medium,Database,Database
JIRA-4394,Authentication failure when logging in,Medium,Database,Database
JIRA-4395,API response time exceeding SLAs,Medium,Backend,Database
JIRA-4396,Schema migration causing backward compatibility issue,Medium,API,Database
JIRA-4397,Schema migration causing backward compatibility issue,Low,Database,Database
JIRA-4398,Payment setup failure for new users,Critical,Infrastructure,Database
JIRA-4399,Authentication failure when logging in,Critical,Backend,Database
JIRA-4400,Database deadlock issue,Medium,Security,Database
JIRA-4401,Billing API returning incorrect invoice amount,Medium,Frontend,Database
JIRA-4402,Intermittent data sync issue in Data Platform,Critical,Database,Database
JIRA-4403,API response time exceeding SLAs,High,Frontend,Database
JIRA-4404,Payment setup failure for new users,High,Frontend,Database
JIRA-4405,Platform service crash on high load,High,Backend,Database
JIRA-4406,Payment setup failure for new users,Low,Backend,Database
JIRA-4407,Data pipeline job failure in ETL,Critical,Infrastructure,Database
JIRA-4408,Intermittent data sync issue in Data Platform,Medium,Frontend,Database
JIRA-4409,Data pipeline job failure in ETL,Critical,Security,Database
JIRA-4410,Intermittent data sync issue in Data Platform,Low,Backend,Database
JIRA-4411,Platform service crash on high load,High,Security,Database
JIRA-4412,Billing API returning incorrect invoice amount,Critical,Database,Database
JIRA-4413,Database deadlock issue,Medium,Security,Database
JIRA-4414,Authentication failure when logging in,Medium,Database,Database
JIRA-4415,Authentication failure when logging in,High,Database,Database
JIRA-4416,Data pipeline job failure in ETL,Medium,Security,Database
JIRA-4417,Database deadlock issue,Medium,Database,Database
JIRA-4418,Database deadlock issue,Critical,API,Database
JIRA-4419,API response time exceeding SLAs,Medium,API,Database
JIRA-4420,Payment setup failure for new users,Medium,Backend,Database
JIRA-4421,Platform service crash on high load,High,Backend,Database
JIRA-4422,API response time exceeding SLAs,High,Database,Database
JIRA-4423,Authentication failure when logging in,Medium,Frontend,Database
JIRA-4424,Authentication failure when logging in,High,Security,Database
JIRA-4425,Authentication failure when logging in,Medium,API,Database
JIRA-4426,Data pipeline job failure in ETL,Critical,Backend,Database
JIRA-4427,Data pipeline job failure in ETL,Low,Infrastructure,Database
JIRA-4428,Schema migration causing backward compatibility issue,High,Database,Database
JIRA-4429,Schema migration causing backward compatibility issue,Medium,API,Database
JIRA-4430,API response time exceeding SLAs,Critical,Infrastructure,Database
JIRA-4431,Intermittent data sync issue in Data Platform,Medium,API,Database
JIRA-4432,Billing API returning incorrect invoice amount,Medium,Backend,Database
JIRA-4433,Payment setup failure for new users,Low,Security,Database
JIRA-4434,Payment setup failure for new users,Medium,Security,Database
JIRA-4435,Data pipeline job failure in ETL,Low,Infrastructure,Database
JIRA-4436,Billing API returning incorrect invoice amount,High,Database,Database
JIRA-4437,Intermittent data sync issue in Data Platform,High,Backend,Database
JIRA-4438,Authentication failure when logging in,High,Security,Database
JIRA-4439,Payment setup failure for new users,High,Frontend,Database
JIRA-4440,Database deadlock issue,Medium,Database,Database
JIRA-4441,Registration form validation error,Low,Frontend,Database
JIRA-4442,Schema migration causing backward compatibility issue,Critical,Database,Database
JIRA-4443,Authentication failure when logging in,High,Infrastructure,Database
JIRA-4444,Database deadlock issue,High,Backend,Database
JIRA-4445,Payment setup failure for new users,High,Infrastructure,Database
JIRA-4446,Platform service crash on high load,Critical,Backend,Database
JIRA-4447,API response time exceeding SLAs,Critical,Infrastructure,Database
JIRA-4448,Schema migration causing backward compatibility issue,Medium,Frontend,Database
JIRA-4449,Billing API returning incorrect invoice amount,High,Database,Database
JIRA-4450,API response time exceeding SLAs,Medium,Frontend,Database
JIRA-4451,API response time exceeding SLAs,Low,Infrastructure,Database
JIRA-4452,Payment setup failure for new users,Medium,Security,Database
JIRA-4453,Database deadlock issue,High,Frontend,Database
JIRA-4454,Registration form validation error,Critical,Frontend,Database
JIRA-4455,Payment setup failure for new users,High,Frontend,Database
JIRA-4456,Registration form validation error,Critical,Infrastructure,Database
JIRA-4457,Registration form validation error,High,Frontend,Database
JIRA-4458,Authentication failure when logging in,High,Backend,Database
JIRA-4459,Registration form validation error,Medium,Infrastructure,Database
JIRA-4460,Billing API returning incorrect invoice amount,High,Frontend,Database
JIRA-4461,Registration form validation error,Low,Backend,Database
JIRA-4462,Database deadlock issue,Medium,Database,Database
JIRA-4463,Platform service crash on high load,Critical,Security,Database
JIRA-4464,API response time exceeding SLAs,High,Backend,Database
JIRA-4465,Data pipeline job failure in ETL,Critical,Database,Database
JIRA-4466,API response time exceeding SLAs,Low,Security,Database
JIRA-4467,Intermittent data sync issue in Data Platform,Low,Frontend,Database
JIRA-4468,Platform service crash on high load,Medium,Frontend,Database
JIRA-4469,Intermittent data sync issue in Data Platform,Medium,Backend,Database
JIRA-4470,Authentication failure when logging in,Critical,Infrastructure,Database
JIRA-4471,Platform service crash on high load,Low,Infrastructure,Database
JIRA-4472,Registration form validation error,Critical,Backend,Database
JIRA-4473,Registration form validation error,Medium,API,Database
JIRA-4474,Data pipeline job failure in ETL,High,Security,Database
JIRA-4475,Schema migration causing backward compatibility issue,Low,API,Database
JIRA-4476,Payment setup failure for new users,Critical,Frontend,Database
JIRA-4477,Payment setup failure for new users,High,Infrastructure,Database
JIRA-4478,Data pipeline job failure in ETL,Medium,Security,Database
JIRA-4479,Platform service crash on high load,High,API,Database
JIRA-4480,Payment setup failure for new users,Medium,Backend,Database
JIRA-4481,Database deadlock issue,Medium,Backend,Database
JIRA-4482,Billing API returning incorrect invoice amount,Low,Backend,Database
JIRA-4483,Payment setup failure for new users,Critical,API,Database
JIRA-4484,Registration form validation error,High,Frontend,Database
JIRA-4485,Schema migration causing backward compatibility issue,Medium,Infrastructure,Database
JIRA-4486,Schema migration causing backward compatibility issue,High,Security,Database
JIRA-4487,Payment setup failure for new users,Critical,Security,Database
JIRA-4488,API response time exceeding SLAs,Low,Frontend,Database
JIRA-4489,Schema migration causing backward compatibility issue,Medium,Database,Database
JIRA-4490,Database deadlock issue,High,Infrastructure,Database
JIRA-4491,Payment setup failure for new users,Critical,Database,Database
JIRA-4492,Database deadlock issue,High,Security,Database
JIRA-4493,API response time exceeding SLAs,Low,API,Database
JIRA-4494,Registration form validation error,Low,API,Database
JIRA-4495,Payment setup failure for new users,Critical,Infrastructure,Database
JIRA-4496,Data pipeline job failure in ETL,Medium,Infrastructure,Database
JIRA-4497,Database deadlock issue,High,Infrastructure,Database
JIRA-4498,Schema migration causing backward compatibility issue,High,Security,Database
JIRA-4499,Authentication failure when logging in,Medium,Security,Database
JIRA-4500,Schema migration causing backward compatibility issue,High,Backend,Database
JIRA-4501,Data pipeline job failure in ETL,High,Frontend,DataPlatform
JIRA-4502,Billing API returning incorrect invoice amount,Critical,Database,DataPlatform
JIRA-4503,Intermittent data sync issue in Data Platform,High,Backend,DataPlatform
JIRA-4504,Registration form validation error,Critical,Database,DataPlatform
JIRA-4505,Intermittent data sync issue in Data Platform,Critical,API,DataPlatform
JIRA-4506,Authentication failure when logging in,High,Database,DataPlatform
JIRA-4507,Registration form validation error,Low,Backend,DataPlatform
JIRA-4508,Database deadlock issue,High,Frontend,DataPlatform
JIRA-4509,Data pipeline job failure in ETL,Medium,Database,DataPlatform
JIRA-4510,Platform service crash on high load,Medium,API,DataPlatform
JIRA-4511,Data pipeline job failure in ETL,Medium,Infrastructure,DataPlatform
JIRA-4512,Billing API returning incorrect invoice amount,High,Security,DataPlatform
JIRA-4513,Authentication failure when logging in,High,Security,DataPlatform
JIRA-4514,Registration form validation error,Medium,Security,DataPlatform
JIRA-4515,Schema migration causing backward compatibility issue,Medium,Security,DataPlatform
JIRA-4516,Registration form validation error,Medium,Frontend,DataPlatform
JIRA-4517,Authentication failure when logging in,Low,Frontend,DataPlatform
JIRA-4518,Intermittent data sync issue in Data Platform,Medium,Frontend,DataPlatform
JIRA-4519,Intermittent data sync issue in Data Platform,Low,Security,DataPlatform
JIRA-4520,Data pipeline job failure in ETL,Medium,Security,DataPlatform
JIRA-4521,Registration form validation error,Medium,Security,DataPlatform
JIRA-4522,Registration form validation error,Medium,Security,DataPlatform
JIRA-4523,Registration form validation error,Critical,Security,DataPlatform
JIRA-4524,Billing API returning incorrect invoice amount,High,Security,DataPlatform
JIRA-4525,Payment setup failure for new users,High,Security,DataPlatform
JIRA-4526,Payment setup failure for new users,High,Frontend,DataPlatform
JIRA-4527,Billing API returning incorrect invoice amount,High,Infrastructure,DataPlatform
JIRA-4528,Schema migration causing backward compatibility issue,High,Frontend,DataPlatform
JIRA-4529,Registration form validation error,Low,Infrastructure,DataPlatform
JIRA-4530,Registration form validation error,Medium,API,DataPlatform
JIRA-4531,Schema migration causing backward compatibility issue,Low,Database,DataPlatform
JIRA-4532,Platform service crash on high load,Medium,Frontend,DataPlatform
JIRA-4533,Billing API returning incorrect invoice amount,High,API,DataPlatform
JIRA-4534,Billing API returning incorrect invoice amount,Medium,Backend,DataPlatform
JIRA-4535,Platform service crash on high load,Critical,Infrastructure,DataPlatform
JIRA-4536,Data pipeline job failure in ETL,Critical,Security,DataPlatform
JIRA-4537,Platform service crash on high load,Medium,Backend,DataPlatform
JIRA-4538,Database deadlock issue,Low,API,DataPlatform
JIRA-4539,Database deadlock issue,Critical,Frontend,DataPlatform
JIRA-4540,Data pipeline job failure in ETL,Critical,Backend,DataPlatform
JIRA-4541,Payment setup failure for new users,Medium,API,DataPlatform
JIRA-4542,Database deadlock issue,High,Infrastructure,DataPlatform
JIRA-4543,Data pipeline job failure in ETL,Low,API,DataPlatform
JIRA-4544,Platform service crash on high load,High,Security,DataPlatform
JIRA-4545,Registration form validation error,High,Database,DataPlatform
JIRA-4546,Billing API returning incorrect invoice amount,High,Database,DataPlatform
JIRA-4547,Registration form validation error,High,Database,DataPlatform
JIRA-4548,Authentication failure when logging in,Critical,API,DataPlatform
JIRA-4549,Database deadlock issue,Low,Infrastructure,DataPlatform
JIRA-4550,Intermittent data sync issue in Data Platform,High,Security,DataPlatform
JIRA-4551,API response time exceeding SLAs,Medium,Backend,DataPlatform
JIRA-4552,Intermittent data sync issue in Data Platform,Medium,API,DataPlatform
JIRA-4553,Platform service crash on high load,Medium,API,DataPlatform
JIRA-4554,Schema migration causing backward compatibility issue,Medium,API,DataPlatform
JIRA-4555,Intermittent data sync issue in Data Platform,Critical,Infrastructure,DataPlatform
JIRA-4556,Database deadlock issue,Medium,Frontend,DataPlatform
JIRA-4557,API response time exceeding SLAs,High,Security,DataPlatform
JIRA-4558,Platform service crash on high load,Low,Database,DataPlatform
JIRA-4559,Authentication failure when logging in,Critical,Backend,DataPlatform
JIRA-4560,Database deadlock issue,High,Frontend,DataPlatform
JIRA-4561,Schema migration causing backward compatibility issue,Critical,Backend,DataPlatform
JIRA-4562,Platform service crash on high load,Medium,API,DataPlatform
JIRA-4563,Registration form validation error,High,Database,DataPlatform
JIRA-4564,Data pipeline job failure in ETL,Critical,Infrastructure,DataPlatform
JIRA-4565,Billing API returning incorrect invoice amount,Critical,Database,DataPlatform
JIRA-4566,Database deadlock issue,Critical,Backend,DataPlatform
JIRA-4567,Schema migration causing backward compatibility issue,Medium,Infrastructure,DataPlatform
JIRA-4568,Intermittent data sync issue in Data Platform,High,Frontend,DataPlatform
JIRA-4569,Payment setup failure for new users,Low,Backend,DataPlatform
JIRA-4570,Data pipeline job failure in ETL,Medium,Database,DataPlatform
JIRA-4571,Database deadlock issue,Medium,Security,DataPlatform
JIRA-4572,API response time exceeding SLAs,Medium,Database,DataPlatform
JIRA-4573,Payment setup failure for new users,Medium,API,DataPlatform
JIRA-4574,Intermittent data sync issue in Data Platform,High,Backend,DataPlatform
JIRA-4575,API response time exceeding SLAs,Medium,Backend,DataPlatform
JIRA-4576,Data pipeline job failure in ETL,Critical,Frontend,DataPlatform
JIRA-4577,Database deadlock issue,Critical,Frontend,DataPlatform
JIRA-4578,Payment setup failure for new users,Medium,Frontend,DataPlatform
JIRA-4579,Database deadlock issue,High,Infrastructure,DataPlatform
JIRA-4580,Schema migration causing backward compatibility issue,High,Infrastructure,DataPlatform
JIRA-4581,Authentication failure when logging in,Medium,Database,DataPlatform
JIRA-4582,Schema migration causing backward compatibility issue,Low,Security,DataPlatform
JIRA-4583,Intermittent data sync issue in Data Platform,High,API,DataPlatform
JIRA-4584,Schema migration causing backward compatibility issue,Medium,Database,DataPlatform
JIRA-4585,Data pipeline job failure in ETL,Medium,Backend,DataPlatform
JIRA-4586,Schema migration causing backward compatibility issue,Medium,Infrastructure,DataPlatform
JIRA-4587,API response time exceeding SLAs,Critical,Database,DataPlatform
JIRA-4588,Billing API returning incorrect invoice amount,Medium,Database,DataPlatform
JIRA-4589,Data pipeline job failure in ETL,Medium,Security,DataPlatform
JIRA-4590,Database deadlock issue,Critical,Frontend,DataPlatform
JIRA-4591,Payment setup failure for new users,High,Security,DataPlatform
JIRA-4592,API response time exceeding SLAs,Low,Database,DataPlatform
JIRA-4593,Billing API returning incorrect invoice amount,Medium,Backend,DataPlatform
JIRA-4594,Platform service crash on high load,High,Security,DataPlatform
JIRA-4595,API response time exceeding SLAs,Medium,Database,DataPlatform
JIRA-4596,Data pipeline job failure in ETL,Critical,Frontend,DataPlatform
JIRA-4597,Schema migration causing backward compatibility issue,Low,Database,DataPlatform
JIRA-4598,Registration form validation error,High,Infrastructure,DataPlatform
JIRA-4599,Authentication failure when logging in,Low,API,DataPlatform
JIRA-4600,Billing API returning incorrect invoice amount,Low,Frontend,DataPlatform
JIRA-4601,Payment setup failure for new users,Medium,Backend,DataPlatform
JIRA-4602,Registration form validation error,Low,API,DataPlatform
JIRA-4603,API response time exceeding SLAs,Critical,Backend,DataPlatform
JIRA-4604,Billing API returning incorrect invoice amount,Critical,Infrastructure,DataPlatform
JIRA-4605,Registration form validation error,High,Backend,DataPlatform
JIRA-4606,API response time exceeding SLAs,Low,Database,DataPlatform
JIRA-4607,Billing API returning incorrect invoice amount,Medium,Infrastructure,DataPlatform
JIRA-4608,Data pipeline job failure in ETL,Low,Database,DataPlatform
JIRA-4609,API response time exceeding SLAs,Medium,Security,DataPlatform
JIRA-4610,Database deadlock issue,Low,Backend,DataPlatform
JIRA-4611,API response time exceeding SLAs,Critical,API,DataPlatform
JIRA-4612,Payment setup failure for new users,Low,Security,DataPlatform
JIRA-4613,Billing API returning incorrect invoice amount,Low,Security,DataPlatform
JIRA-4614,Platform service crash on high load,Low,Backend,DataPlatform
JIRA-4615,Platform service crash on high load,High,Infrastructure,DataPlatform
JIRA-4616,Database deadlock issue,High,Backend,DataPlatform
JIRA-4617,Schema migration causing backward compatibility issue,Low,API,DataPlatform
JIRA-4618,Payment setup failure for new users,High,Frontend,DataPlatform
JIRA-4619,Payment setup failure for new users,Critical,Backend,DataPlatform
JIRA-4620,Schema migration causing backward compatibility issue,Critical,Infrastructure,DataPlatform
JIRA-4621,Platform service crash on high load,Medium,Backend,DataPlatform
JIRA-4622,Registration form validation error,Low,Backend,DataPlatform
JIRA-4623,API response time exceeding SLAs,Critical,API,DataPlatform
JIRA-4624,Payment setup failure for new users,High,Infrastructure,DataPlatform
JIRA-4625,Authentication failure when logging in,Medium,Database,DataPlatform
JIRA-4626,Schema migration causing backward compatibility issue,Critical,Security,DataPlatform
JIRA-4627,Registration form validation error,Medium,Frontend,DataPlatform
JIRA-4628,API response time exceeding SLAs,High,API,DataPlatform
JIRA-4629,Registration form validation error,High,API,DataPlatform
JIRA-4630,Platform service crash on high load,Low,Database,DataPlatform
JIRA-4631,API response time exceeding SLAs,High,Backend,DataPlatform
JIRA-4632,Platform service crash on high load,Critical,Infrastructure,DataPlatform
JIRA-4633,Payment setup failure for new users,High,Backend,DataPlatform
JIRA-4634,API response time exceeding SLAs,Low,Database,DataPlatform
JIRA-4635,Database deadlock issue,Medium,API,DataPlatform
JIRA-4636,Payment setup failure for new users,High,Frontend,DataPlatform
JIRA-4637,Registration form validation error,Medium,Security,DataPlatform
JIRA-4638,Billing API returning incorrect invoice amount,High,API,DataPlatform
JIRA-4639,Authentication failure when logging in,High,Database,DataPlatform
JIRA-4640,Billing API returning incorrect invoice amount,High,API,DataPlatform
JIRA-4641,Billing API returning incorrect invoice amount,Medium,Frontend,DataPlatform
JIRA-4642,Intermittent data sync issue in Data Platform,High,Frontend,DataPlatform
JIRA-4643,Data pipeline job failure in ETL,High,Database,DataPlatform
JIRA-4644,Data pipeline job failure in ETL,Low,Backend,DataPlatform
JIRA-4645,Authentication failure when logging in,Medium,Backend,DataPlatform
JIRA-4646,Database deadlock issue,High,Security,DataPlatform
JIRA-4647,Authentication failure when logging in,Medium,Security,DataPlatform
JIRA-4648,Authentication failure when logging in,Medium,Database,DataPlatform
JIRA-4649,Payment setup failure for new users,Medium,Database,DataPlatform
JIRA-4650,Schema migration causing backward compatibility issue,Low,Security,DataPlatform
JIRA-4651,Registration form validation error,Low,Database,DataPlatform
JIRA-4652,API response time exceeding SLAs,High,Frontend,DataPlatform
JIRA-4653,Schema migration causing backward compatibility issue,Critical,Database,DataPlatform
JIRA-4654,Database deadlock issue,High,Database,DataPlatform
JIRA-4655,Registration form validation error,High,Database,DataPlatform
JIRA-4656,Intermittent data sync issue in Data Platform,High,Database,DataPlatform
JIRA-4657,API response time exceeding SLAs,High,Database,DataPlatform
JIRA-4658,Platform service crash on high load,Critical,Infrastructure,DataPlatform
JIRA-4659,Schema migration causing backward compatibility issue,High,Frontend,DataPlatform
JIRA-4660,Payment setup failure for new users,Low,Frontend,DataPlatform
JIRA-4661,Database deadlock issue,High,Frontend,DataPlatform
JIRA-4662,Payment setup failure for new users,High,Infrastructure,DataPlatform
JIRA-4663,Platform service crash on high load,Medium,Database,DataPlatform
JIRA-4664,Data pipeline job failure in ETL,Critical,Infrastructure,DataPlatform
JIRA-4665,Authentication failure when logging in,High,Frontend,DataPlatform
JIRA-4666,Database deadlock issue,Medium,Database,DataPlatform
JIRA-4667,Billing API returning incorrect invoice amount,High,Infrastructure,DataPlatform
JIRA-4668,Intermittent data sync issue in Data Platform,Medium,Frontend,DataPlatform
JIRA-4669,Data pipeline job failure in ETL,High,Backend,DataPlatform
JIRA-4670,Data pipeline job failure in ETL,Medium,Frontend,DataPlatform
JIRA-4671,Platform service crash on high load,Critical,Infrastructure,DataPlatform
JIRA-4672,Authentication failure when logging in,Medium,Frontend,DataPlatform
JIRA-4673,Platform service crash on high load,High,Frontend,DataPlatform
JIRA-4674,Authentication failure when logging in,High,Frontend,DataPlatform
JIRA-4675,Data pipeline job failure in ETL,Critical,Security,DataPlatform
JIRA-4676,Schema migration causing backward compatibility issue,Low,API,DataPlatform
JIRA-4677,API response time exceeding SLAs,Medium,Infrastructure,DataPlatform
JIRA-4678,Data pipeline job failure in ETL,Medium,Security,DataPlatform
JIRA-4679,Intermittent data sync issue in Data Platform,Critical,Security,DataPlatform
JIRA-4680,Platform service crash on high load,High,Database,DataPlatform
JIRA-4681,Database deadlock issue,High,Frontend,DataPlatform
JIRA-4682,API response time exceeding SLAs,Medium,Security,DataPlatform
JIRA-4683,Intermittent data sync issue in Data Platform,Medium,Frontend,DataPlatform
JIRA-4684,API response time exceeding SLAs,Medium,Frontend,DataPlatform
JIRA-4685,Payment setup failure for new users,Critical,Infrastructure,DataPlatform
JIRA-4686,Billing API returning incorrect invoice amount,High,Frontend,DataPlatform
JIRA-4687,Database deadlock issue,Critical,API,DataPlatform
JIRA-4688,Data pipeline job failure in ETL,Low,Database,DataPlatform
JIRA-4689,Authentication failure when logging in,High,API,DataPlatform
JIRA-4690,Billing API returning incorrect invoice amount,Low,Infrastructure,DataPlatform
JIRA-4691,Authentication failure when logging in,High,Frontend,DataPlatform
JIRA-4692,Registration form validation error,Low,Backend,DataPlatform
JIRA-4693,Data pipeline job failure in ETL,Low,Backend,DataPlatform
JIRA-4694,Intermittent data sync issue in Data Platform,Low,Infrastructure,DataPlatform
JIRA-4695,Authentication failure when logging in,High,Frontend,DataPlatform
JIRA-4696,API response time exceeding SLAs,Low,Security,DataPlatform
JIRA-4697,Billing API returning incorrect invoice amount,Medium,Frontend,DataPlatform
JIRA-4698,Database deadlock issue,Critical,Infrastructure,DataPlatform
JIRA-4699,Authentication failure when logging in,High,Backend,DataPlatform
JIRA-4700,Schema migration causing backward compatibility issue,Critical,API,DataPlatform
JIRA-4701,Payment setup failure for new users,Medium,Frontend,DataPlatform
JIRA-4702,Registration form validation error,Medium,Database,DataPlatform
JIRA-4703,Registration form validation error,Critical,Database,DataPlatform
JIRA-4704,Authentication failure when logging in,Low,Frontend,DataPlatform
JIRA-4705,Database deadlock issue,High,Database,DataPlatform
JIRA-4706,Intermittent data sync issue in Data Platform,High,API,DataPlatform
JIRA-4707,Registration form validation error,High,Security,DataPlatform
JIRA-4708,Platform service crash on high load,Critical,Security,DataPlatform
JIRA-4709,Billing API returning incorrect invoice amount,Low,Security,DataPlatform
JIRA-4710,Platform service crash on high load,High,Infrastructure,DataPlatform
JIRA-4711,Database deadlock issue,Medium,Frontend,DataPlatform
JIRA-4712,Platform service crash on high load,Critical,Frontend,DataPlatform
JIRA-4713,Authentication failure when logging in,High,Infrastructure,DataPlatform
JIRA-4714,Payment setup failure for new users,Medium,Infrastructure,DataPlatform
JIRA-4715,Platform service crash on high load,Medium,Security,DataPlatform
JIRA-4716,Schema migration causing backward compatibility issue,Medium,Infrastructure,DataPlatform
JIRA-4717,Data pipeline job failure in ETL,Critical,Infrastructure,DataPlatform
JIRA-4718,Registration form validation error,Critical,Database,DataPlatform
JIRA-4719,Data pipeline job failure in ETL,Medium,Backend,DataPlatform
JIRA-4720,Intermittent data sync issue in Data Platform,Low,Infrastructure,DataPlatform
JIRA-4721,Platform service crash on high load,Low,Backend,DataPlatform
JIRA-4722,Intermittent data sync issue in Data Platform,Medium,Database,DataPlatform
JIRA-4723,Intermittent data sync issue in Data Platform,Low,Backend,DataPlatform
JIRA-4724,Schema migration causing backward compatibility issue,Medium,Backend,DataPlatform
JIRA-4725,Authentication failure when logging in,Medium,Database,DataPlatform
JIRA-4726,Intermittent data sync issue in Data Platform,Low,Backend,DataPlatform
JIRA-4727,Intermittent data sync issue in Data Platform,High,API,DataPlatform
JIRA-4728,Schema migration causing backward compatibility issue,Medium,Backend,DataPlatform
JIRA-4729,Data pipeline job failure in ETL,Critical,Infrastructure,DataPlatform
JIRA-4730,API response time exceeding SLAs,Medium,API,DataPlatform
JIRA-4731,API response time exceeding SLAs,Critical,Frontend,DataPlatform
JIRA-4732,Payment setup failure for new users,Low,Backend,DataPlatform
JIRA-4733,Authentication failure when logging in,High,API,DataPlatform
JIRA-4734,API response time exceeding SLAs,High,API,DataPlatform
JIRA-4735,Platform service crash on high load,Medium,API,DataPlatform
JIRA-4736,Registration form validation error,Low,Backend,DataPlatform
JIRA-4737,Billing API returning incorrect invoice amount,High,Infrastructure,DataPlatform
JIRA-4738,Database deadlock issue,Medium,API,DataPlatform
JIRA-4739,Database deadlock issue,Medium,API,DataPlatform
JIRA-4740,Payment setup failure for new users,Critical,API,DataPlatform
JIRA-4741,Intermittent data sync issue in Data Platform,Critical,Backend,DataPlatform
JIRA-4742,Billing API returning incorrect invoice amount,High,API,DataPlatform
JIRA-4743,Payment setup failure for new users,High,Database,DataPlatform
JIRA-4744,Platform service crash on high load,Low,Infrastructure,DataPlatform
JIRA-4745,Intermittent data sync issue in Data Platform,Critical,Frontend,DataPlatform
JIRA-4746,Registration form validation error,Medium,Backend,DataPlatform
JIRA-4747,Payment setup failure for new users,Medium,Frontend,DataPlatform
